CensusTract,County Code,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractSeniorsProportion,TractWhite,TractBlack,TractBlackProportion,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
26099223400,26099,Michigan,Macomb County,1,8630,2956,0,13,0.15,0,0,0,0,0,0,1.8,113797,1,1,1,1,1,0,0,0,2897,7605,2897,160,399,160,7605,88.12,399,4.63,2044,23.68,913,10.58,6750,78.21,443,5.13,234,2.71,0,0.00,22,0.25,155,1.80,145,1.68,0,0.00,58,1.95,2897,33.57,160,1.85,606,7.02,532,6.16,2705,31.34,106,1.22,39,0.45,0,0.00,5,0.06,43,0.50,61,0.71,0,0.00,25,0.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,560,2335,998,0.115643105,7665,477,0.055272306,277,1,27,183,172,0,80
26099223500,26099,Michigan,Macomb County,0,1271,549,0,5,0.39,0,0,0,0,0,0,7.2,88073,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1271,100.00,170,13.38,188,14.79,248,19.51,1221,96.07,24,1.89,7,0.55,0,0.00,5,0.39,14,1.10,15,1.18,13,2.41,5,0.90,1271,100.00,170,13.38,188,14.79,248,19.51,1221,96.07,24,1.89,7,0.55,0,0.00,5,0.39,14,1.10,15,1.18,13,2.41,5,0.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,188,248,0.195121951,1221,24,0.018882769,7,0,5,14,15,16,6
26099223800,26099,Michigan,Macomb County,1,13542,4010,0,8,0.06,0,0,0,0,0,0,6.3,107473,1,1,1,1,1,0,0,0,10066,13103,10066,792,1151,792,13103,96.76,1151,8.50,4475,33.04,690,5.10,12268,90.59,237,1.75,358,2.64,3,0.02,12,0.09,225,1.66,286,2.11,72,1.80,43,1.07,10066,74.33,792,5.85,3349,24.73,559,4.13,9449,69.78,192,1.41,251,1.85,1,0.01,8,0.06,166,1.23,221,1.63,48,1.19,33,0.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1436,4628,710,0.052429479,12697,240,0.017722641,365,3,12,225,288,91,51
26099223900,26099,Michigan,Macomb County,1,7904,2895,0,2,0.03,0,0,0,0,0,0,3.3,120816,1,1,1,1,1,0,0,0,6656,7805,6656,632,784,632,7805,98.74,784,9.92,1985,25.12,1274,16.12,7302,92.38,201,2.54,176,2.23,2,0.03,14,0.18,110,1.39,93,1.18,54,1.86,16,0.54,6656,84.21,632,7.99,1721,21.78,1128,14.27,6189,78.31,195,2.47,164,2.07,1,0.01,9,0.12,98,1.24,91,1.15,54,1.86,13,0.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,781,2014,1286,0.162702429,7399,201,0.025430162,176,2,15,111,93,60,17
26099224000,26099,Michigan,Macomb County,1,11427,3477,0,0,0.00,0,0,0,0,0,0,2.0,127267,1,1,1,1,1,0,0,0,10424,11001,10424,892,961,892,11001,96.27,961,8.41,3611,31.60,786,6.88,9780,85.59,515,4.51,421,3.68,2,0.02,28,0.24,255,2.23,196,1.71,56,1.62,66,1.91,10424,91.22,892,7.80,3453,30.22,742,6.49,9265,81.08,499,4.37,395,3.46,2,0.02,25,0.22,237,2.07,186,1.63,52,1.50,62,1.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1261,3753,805,0.070447186,10083,566,0.049531811,479,2,30,267,215,76,84
26099224100,26099,Michigan,Macomb County,1,8861,2590,0,0,0.00,0,0,0,0,0,0,2.1,118952,1,1,1,1,1,0,0,0,3352,7565,3352,355,839,355,7565,85.37,839,9.47,2689,30.35,435,4.91,6817,76.93,255,2.88,351,3.96,2,0.02,16,0.18,125,1.41,118,1.33,34,1.33,37,1.43,3352,37.83,355,4.00,1148,12.96,210,2.37,3036,34.26,84,0.95,162,1.83,1,0.01,7,0.08,62,0.70,56,0.63,11,0.42,17,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1034,3153,491,0.055411353,7978,313,0.035323327,403,2,16,149,145,44,46
26099224200,26099,Michigan,Macomb County,1,8081,2869,0,0,0.00,0,0,0,0,0,0,7.7,101584,0,1,0,1,0,0,0,0,NULL,4634,NULL,NULL,717,NULL,4634,57.34,717,8.87,1260,15.59,441,5.45,3919,48.50,415,5.13,139,1.72,1,0.01,7,0.08,153,1.89,128,1.59,79,2.76,118,4.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1490,2183,870,0.107659943,6749,751,0.092934043,200,1,24,356,312,131,215
26099224300,26099,Michigan,Macomb County,1,4887,1577,0,0,0.00,0,0,0,0,0,0,5.3,106786,1,1,1,1,1,0,0,0,1147,4128,1147,62,323,62,4128,84.47,323,6.62,1197,24.50,326,6.67,3851,78.79,80,1.64,133,2.72,0,0.00,1,0.02,63,1.30,40,0.82,24,1.54,18,1.13,1147,23.47,62,1.27,339,6.95,78,1.61,1067,21.84,41,0.84,21,0.43,0,0.00,1,0.01,17,0.34,6,0.13,2,0.13,5,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,391,1392,409,0.083691426,4567,92,0.018825455,154,0,1,73,51,33,22
26099224400,26099,Michigan,Macomb County,1,5213,1706,0,0,0.00,0,0,0,0,0,0,5.4,95972,1,1,1,1,1,0,0,0,4580,5213,4580,622,726,622,5213,100.00,726,13.93,1345,25.80,424,8.13,4899,93.98,87,1.67,145,2.78,0,0.00,7,0.13,75,1.44,74,1.42,10,0.60,136,7.98,4580,87.86,622,11.93,1168,22.40,371,7.12,4307,82.62,65,1.25,134,2.58,0,0.00,7,0.13,67,1.28,56,1.08,10,0.60,120,7.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,753,1345,424,0.081335124,4899,87,0.016689047,145,0,7,75,74,10,140
26099224500,26099,Michigan,Macomb County,1,3909,1661,0,0,0.00,0,0,0,0,0,0,3.6,87470,1,1,1,1,1,0,0,0,1207,3495,1207,152,473,152,3495,89.41,473,12.09,715,18.29,576,14.74,3287,84.08,47,1.19,119,3.03,2,0.05,8,0.20,33,0.85,53,1.37,88,5.29,95,5.74,1207,30.87,152,3.90,320,8.18,110,2.82,1109,28.36,12,0.30,60,1.54,2,0.05,4,0.11,20,0.51,21,0.53,20,1.18,29,1.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,563,777,666,0.170376055,3686,54,0.013814275,124,2,8,35,57,107,110
26099224600,26099,Michigan,Macomb County,1,5855,2301,0,0,0.00,0,0,0,0,0,0,5.1,72143,1,1,1,1,1,0,0,0,832,4272,832,277,1408,277,4272,72.96,1408,24.04,1003,17.13,395,6.75,3666,62.61,289,4.94,87,1.49,4,0.07,13,0.22,213,3.64,299,5.11,62,2.69,173,7.52,832,14.21,277,4.74,185,3.16,152,2.60,731,12.49,21,0.36,11,0.19,0,0.00,1,0.02,68,1.15,112,1.92,15,0.65,33,1.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2123,1413,484,0.082664389,5106,326,0.055678907,132,4,16,271,381,91,259
26099225100,26099,Michigan,Macomb County,1,2921,1098,0,12,0.41,0,0,0,0,0,0,4.1,87083,0,1,0,1,0,0,0,0,NULL,1446,NULL,NULL,221,NULL,1446,49.49,221,7.57,363,12.42,154,5.28,1327,45.43,57,1.95,14,0.48,0,0.00,5,0.17,42,1.45,30,1.01,0,0.00,22,2.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,432,701,355,0.121533721,2693,103,0.035261897,35,0,10,80,62,0,49
26099225200,26099,Michigan,Macomb County,1,5703,2105,0,0,0.00,0,0,0,0,0,0,7.5,98393,1,1,1,1,1,0,0,0,605,3895,605,87,693,87,3895,68.29,693,12.15,978,17.14,551,9.67,3707,64.99,22,0.39,77,1.36,0,0.00,6,0.11,83,1.45,77,1.36,29,1.39,103,4.91,605,10.62,87,1.53,134,2.35,114,2.00,593,10.40,2,0.04,5,0.08,0,0.00,0,0.00,5,0.08,9,0.16,9,0.40,15,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1343,1541,669,0.117306681,5381,36,0.006312467,168,4,7,107,95,34,165
26099225300,26099,Michigan,Macomb County,1,4145,1834,0,6,0.14,0,0,0,0,1,0,4.3,84724,1,1,1,1,1,0,0,1,3747,4145,3747,571,645,571,4145,100.00,645,15.56,746,18.00,855,20.63,3927,94.74,69,1.66,67,1.62,1,0.02,8,0.19,73,1.76,71,1.71,156,8.49,75,4.10,3747,90.41,571,13.78,670,16.16,786,18.97,3556,85.78,58,1.39,60,1.45,1,0.02,8,0.19,65,1.57,63,1.52,136,7.39,68,3.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,767,746,855,0.206272618,3927,69,0.016646562,67,1,8,73,71,181,85
26099225400,26099,Michigan,Macomb County,1,7436,2729,0,18,0.24,0,0,0,0,0,0,1.1,124000,1,1,1,1,1,0,0,0,1329,5483,1329,49,305,49,5483,73.73,305,4.10,1320,17.75,811,10.91,5264,70.79,51,0.68,87,1.17,0,0.00,14,0.19,68,0.91,80,1.08,54,1.98,38,1.40,1329,17.88,49,0.66,292,3.93,217,2.92,1300,17.48,10,0.14,8,0.11,0,0.00,4,0.05,7,0.09,10,0.14,14,0.53,10,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,436,1666,1214,0.163259817,7114,64,0.008606778,149,2,18,89,99,78,56
26099225500,26099,Michigan,Macomb County,1,5108,1880,0,2,0.04,0,0,0,0,0,0,11.9,89327,1,1,1,1,1,0,0,0,4773,5108,4773,1063,1156,1063,5108,100.00,1156,22.63,1189,23.28,731,14.31,4654,91.11,127,2.49,152,2.98,0,0.00,14,0.27,161,3.15,144,2.82,42,2.24,137,7.28,4773,93.44,1063,20.82,1125,22.02,667,13.05,4335,84.86,123,2.41,150,2.93,0,0.00,14,0.27,151,2.96,140,2.74,40,2.13,127,6.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1286,1189,731,0.143108849,4654,127,0.02486296,152,0,14,161,144,48,153
26099225600,26099,Michigan,Macomb County,1,4230,1863,0,0,0.00,0,0,0,0,0,0,8.9,69861,1,1,1,1,1,0,0,0,4148,4230,4148,1263,1288,1263,4230,100.00,1288,30.46,891,21.06,307,7.26,3713,87.78,192,4.54,133,3.14,1,0.02,17,0.40,174,4.11,153,3.62,66,3.52,150,8.04,4148,98.06,1263,29.87,876,20.72,300,7.09,3639,86.02,190,4.50,129,3.06,1,0.02,17,0.40,172,4.05,150,3.55,64,3.44,147,7.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382,891,307,0.072576832,3713,192,0.045390071,133,1,17,174,153,74,163
26099225701,26099,Michigan,Macomb County,1,5444,2334,0,0,0.00,0,0,0,0,0,0,10.8,65451,0,1,0,1,0,0,0,0,NULL,2714,NULL,NULL,600,NULL,2714,49.85,600,11.02,577,10.60,204,3.74,2116,38.86,239,4.39,237,4.36,1,0.02,9,0.17,111,2.05,75,1.38,84,3.58,135,5.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2232,1337,371,0.06814842,3826,826,0.151726672,412,1,17,362,377,240,295
26099225702,26099,Michigan,Macomb County,1,1625,647,0,0,0.00,0,0,0,0,0,0,12.9,72813,1,1,1,1,1,0,0,0,840,1505,840,209,400,209,1505,92.62,400,24.64,351,21.59,147,9.06,1447,89.07,12,0.73,19,1.17,0,0.00,2,0.12,25,1.52,55,3.39,17,2.69,38,5.95,840,51.69,209,12.89,205,12.61,79,4.88,806,49.58,9,0.54,7,0.43,0,0.00,0,0.00,18,1.13,35,2.18,8,1.31,21,3.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,470,376,155,0.095384615,1557,12,0.007384615,20,0,2,34,63,22,47
26099225800,26099,Michigan,Macomb County,1,6242,2373,0,6,0.10,0,0,0,0,0,0,6.9,84063,1,1,1,1,1,0,0,0,2011,5124,2011,549,1435,549,5124,82.08,1435,22.99,1273,20.39,637,10.21,4490,71.93,147,2.35,334,5.36,0,0.00,12,0.20,141,2.25,184,2.95,20,0.85,154,6.48,2011,32.21,549,8.80,488,7.81,235,3.76,1842,29.51,40,0.64,56,0.90,0,0.00,2,0.03,70,1.12,114,1.82,15,0.63,63,2.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1924,1543,779,0.124799744,5556,165,0.026433835,349,0,16,156,210,30,201
26099225900,26099,Michigan,Macomb County,1,5040,1846,0,11,0.22,0,0,0,0,0,0,3.2,89205,0,1,0,1,0,0,0,0,185,3272,185,22,365,22,3272,64.92,365,7.24,738,14.65,392,7.78,3105,61.61,47,0.93,55,1.10,0,0.00,12,0.23,53,1.06,51,1.02,12,0.67,34,1.82,185,3.67,22,0.44,43,0.84,24,0.47,174,3.45,3,0.07,4,0.08,0,0.00,1,0.01,3,0.07,3,0.06,1,0.05,2,0.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,577,1135,630,0.125,4835,51,0.010119048,65,0,15,74,70,20,57
26099226100,26099,Michigan,Macomb County,1,7373,2403,0,8,0.11,0,0,0,0,0,0,5.8,129118,1,1,1,1,1,0,0,0,5588,7287,5588,412,572,412,7287,98.84,572,7.76,1816,24.63,806,10.93,6907,93.68,93,1.25,166,2.25,1,0.01,29,0.39,92,1.24,101,1.37,40,1.65,100,4.15,5588,75.79,412,5.59,1360,18.45,634,8.60,5284,71.67,68,0.92,140,1.90,0,0.00,21,0.28,75,1.02,76,1.03,28,1.18,77,3.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,594,1842,811,0.109995931,6991,93,0.01261359,167,1,29,92,106,43,107
26099226400,26099,Michigan,Macomb County,1,2458,755,0,6,0.24,0,0,0,0,0,0,5.4,138828,1,1,1,1,1,0,0,0,571,2173,571,58,221,58,2173,88.40,221,8.97,564,22.96,166,6.77,2025,82.37,48,1.97,61,2.49,0,0.00,1,0.04,38,1.54,41,1.67,0,0.00,18,2.43,571,23.21,58,2.36,151,6.13,47,1.91,535,21.76,11,0.43,10,0.41,0,0.00,0,0.00,15,0.62,16,0.65,0,0.00,5,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267,649,188,0.076484947,2271,62,0.025223759,78,0,1,46,46,0,22
26099226700,26099,Michigan,Macomb County,1,4544,1996,0,0,0.00,0,0,0,0,1,0,11.2,69005,1,1,1,1,1,0,0,1,1211,4018,1211,205,958,205,4018,88.43,958,21.08,779,17.15,937,20.61,3711,81.67,77,1.70,112,2.47,1,0.02,19,0.42,98,2.15,116,2.56,164,8.22,154,7.70,1211,26.65,205,4.52,271,5.97,188,4.14,1072,23.59,24,0.54,76,1.67,1,0.02,4,0.10,34,0.74,33,0.73,13,0.63,39,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1135,857,1071,0.235695423,4207,87,0.019146127,115,1,20,114,129,214,193
26099227000,26099,Michigan,Macomb County,1,6993,2626,0,17,0.24,0,0,0,0,0,0,2.6,91641,1,1,1,1,1,0,0,0,3687,6663,3687,619,1069,619,6663,95.28,1069,15.29,1405,20.09,1245,17.81,6024,86.15,173,2.48,364,5.20,0,0.00,6,0.09,96,1.37,65,0.92,15,0.57,112,4.26,3687,52.72,619,8.86,838,11.99,520,7.43,3284,46.96,97,1.39,246,3.52,0,0.00,5,0.07,55,0.79,30,0.42,15,0.57,57,2.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1138,1428,1425,0.203775204,6350,174,0.024882025,367,0,6,96,67,15,126
26099227300,26099,Michigan,Macomb County,1,4542,1810,0,244,5.37,0,0,0,0,0,0,5.5,94648,0,1,0,1,0,0,0,0,2,3110,2,0,462,0,3110,68.47,462,10.17,651,14.34,605,13.33,2799,61.62,131,2.89,118,2.59,3,0.07,9,0.20,50,1.09,57,1.26,69,3.82,57,3.13,2,0.05,0,0.01,0,0.01,0,0.01,2,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,652,884,1135,0.249889916,4046,270,0.059445178,134,3,14,75,85,152,102
